id,original_language,original_title,overview,release_date,vote_average,director,genres,keywords,final,clean
43074,en,Ghostbusters,"Following a ghost invasion of Manhattan, paranormal enthusiasts Erin Gilbert and Abby Yates, nuclear engineer Jillian Holtzmann, and subway worker Patty Tolan band together to stop the otherworldly threat.",2016-07-14,5.3,Paul Feig,Action Fantasy Comedy,female friendship ghost hunting reboot ghost,female friendship ghost hunting reboot ghost Action Fantasy Comedy Paul Feig,  femal friendship ghost hunt reboot ghost action fantasi comedi paul feig
95,en,Armageddon,"When an asteroid threatens to collide with Earth, NASA honcho Dan Truman determines the only way to stop it is to drill into its surface and detonate a nuclear bomb. This leads him to renowned driller Harry Stamper, who agrees to helm the dangerous space mission provided he can bring along his own hotshot crew. Among them is the cocksure A.J. who Harry thinks isn't good enough for his daughter, until the mission proves otherwise.",1998-07-01,6.4,Michael Bay,Action Thriller Science Fiction Adventure,saving the world paris moon cataclysm asteroid self sacrifice nasa space marine loss of father daughter space wedding astronaut eiffel tower paris duringcreditsstinger disaster movie space centre,saving the world paris moon cataclysm asteroid self sacrifice nasa space marine loss of father daughter space wedding astronaut eiffel tower paris duringcreditsstinger disaster movie space centre Action Thriller Science Fiction Adventure Michael Bay,  save the world pari moon cataclysm asteroid self sacrific nasa space marin loss of father daughter space wed astronaut eiffel tower pari duringcreditssting disast movi space centr action thriller scienc fiction adventur michael bay
608,en,Men in Black II,"Kay and Jay reunite to provide our best, last and only line of defense against a sinister seductress who levels the toughest challenge yet to the MIB's untarnished mission statement – protecting Earth from the scum of the universe. It's been four years since the alien-seeking agents averted an intergalactic disaster of epic proportions. Now it's a race against the clock as Jay must convince Kay – who not only has absolutely no memory of his time spent with the MIB, but is also the only living person left with the expertise to save the galaxy – to reunite with the MIB before the earth submits to ultimate destruction.",2002-07-03,6.0,Barry Sonnenfeld,Action Adventure Comedy Science Fiction,saving the world secret identity sun glasses undercover space marine illegal immigration deportation new identity flying saucer light firearm alien fictional government agency,saving the world secret identity sun glasses undercover space marine illegal immigration deportation new identity flying saucer light firearm alien fictional government agency Action Adventure Comedy Science Fiction Barry Sonnenfeld,  save the world secret ident sun glass undercov space marin illeg immigr deport new ident fli saucer light firearm alien fiction govern agenc action adventur comedi scienc fiction barri sonnenfeld
2310,en,Beowulf,"6th-century Scandinavian warrior, Beowulf embarks on a mission to slay the manlike ogre Grendel, a descendant of Cain.",2007-11-05,5.5,Robert Zemeckis,Adventure Action Animation,denmark nordic mythology lie pride and vanity folk hero human weakness viking alienation festival hall sin royalty curse battle ancient world adult animation motion capture,denmark nordic mythology lie pride and vanity folk hero human weakness viking alienation festival hall sin royalty curse battle ancient world adult animation motion capture Adventure Action Animation Robert Zemeckis,  denmark nordic mytholog lie pride and vaniti folk hero human weak vike alien festiv hall sin royalti curs battl ancient world adult anim motion captur adventur action anim robert zemecki
140300,en,Kung Fu Panda 3,"Continuing his ""legendary adventures of awesomeness"", Po must face two hugely epic, but different threats: one supernatural and the other a little closer to his home.",2016-01-23,6.7,Jennifer Yuh Nelson,Action Adventure Animation Comedy Family,china martial arts kung fu village panda sequel talking animal anthropomorphism dragon ancient china wuxia woman director,china martial arts kung fu village panda sequel talking animal anthropomorphism dragon ancient china wuxia woman director Action Adventure Animation Comedy Family Jennifer Yuh Nelson,  china martial art kung fu villag panda sequel talk anim anthropomorph dragon ancient china wuxia woman director action adventur anim comedi famili jennif yuh nelson
56292,en,Mission: Impossible - Ghost Protocol,"In the 4th installment of the Mission Impossible series, Ethan Hunt (Cruise) and his team are racing against time to track down a dangerous terrorist named Hendricks (Nyqvist), who has gained access to Russian nuclear launch codes and is planning a strike on the United States. An attempt to stop him ends in an explosion causing severe destruction to the Kremlin and the IMF to be implicated in the bombing, forcing the President to disavow them. No longer being aided by the government, Ethan and his team chase Hendricks around the globe, although they might still be too late to stop a disaster.",2011-12-07,6.8,Brad Bird,Action Thriller Adventure,fight sequel mission explosion broken arm imax nuclear threat,fight sequel mission explosion broken arm imax nuclear threat Action Thriller Adventure Brad Bird,  fight sequel mission explos broken arm imax nuclear threat action thriller adventur brad bird
81188,en,Rise of the Guardians,"When an evil spirit known as Pitch lays down the gauntlet to take over the world, the immortal Guardians must join forces for the first time to protect the hopes, beliefs and imagination of children all over the world.",2012-11-21,7.1,Peter Ramsey,Fantasy Animation Family,dream santa claus nightmare easter bunny tooth fairy jack frost sandman duringcreditsstinger,dream santa claus nightmare easter bunny tooth fairy jack frost sandman duringcreditsstinger Fantasy Animation Family Peter Ramsey,  dream santa claus nightmar easter bunni tooth fairi jack frost sandman duringcreditssting fantasi anim famili peter ramsey
7552,en,Fun with Dick and Jane,"After Dick Harper loses his job at Globodyne in an Enron-esque collapse, he and his wife, Jane, turn to crime in order to handle the massive debt they now face. Two intelligent people, Dick and Jane actually get pretty good at robbing people and even enjoy it -- but they have second thoughts when they're reminded that crime can hurt innocent people. When the couple hears that Globodyne boss Jack McCallister actually swindled the company, they plot revenge.",2005-12-21,5.9,Dean Parisot,Comedy,based on novel desperation robber hold-up robbery remake suburbia loss of job humiliation unemployment bankruptcy travel agent riches to rags bearer bonds comeuppance,based on novel desperation robber hold-up robbery remake suburbia loss of job humiliation unemployment bankruptcy travel agent riches to rags bearer bonds comeuppance Comedy Dean Parisot,  base on novel desper robber robberi remak suburbia loss of job humili unemploy bankruptci travel agent rich to rag bearer bond comeupp comedi dean parisot
616,en,The Last Samurai,"Nathan Algren is an American hired to instruct the Japanese army in the ways of modern warfare, which finds him learning to respect the samurai and the honorable principles that rule them. Pressed to destroy the samurai's way of life in the name of modernization and open trade, Algren decides to become an ultimate warrior himself and to fight for their right to exist.",2003-12-05,7.3,Edward Zwick,Drama Action War History,japan war crimes sense of guilt swordplay general samurai war veteran katana sword arms deal homeland emperor language barrier self-discovery mountain village foreign legion mercenary campaign commercial agreement insurgence leader war strategy gettysburg loss of husband slaughter soldier alcoholic u.s. soldier japanese army 19th century war trauma,japan war crimes sense of guilt swordplay general samurai war veteran katana sword arms deal homeland emperor language barrier self-discovery mountain village foreign legion mercenary campaign commercial agreement insurgence leader war strategy gettysburg loss of husband slaughter soldier alcoholic u.s. soldier japanese army 19th century war trauma Drama Action War History Edward Zwick,  japan war crime sens of guilt swordplay general samurai war veteran katana sword arm deal homeland emperor languag barrier mountain villag foreign legion mercenari campaign commerci agreement insurg leader war strategi gettysburg loss of husband slaughter soldier alcohol soldier japanes armi centuri war trauma drama action war histori edward zwick
147441,en,Exodus: Gods and Kings,"The defiant leader Moses rises up against the Egyptian Pharaoh Ramses, setting 400,000 slaves on a monumental journey of escape from Egypt and its terrifying cycle of deadly plagues.",2014-12-03,5.6,Ridley Scott,Adventure Drama Action,moses bible ancient egypt 3d ramses,moses bible ancient egypt 3d ramses Adventure Drama Action Ridley Scott,  mose bibl ancient egypt rams adventur drama action ridley scott
13475,en,Star Trek,"The fate of the galaxy rests in the hands of bitter rivals. One, James Kirk, is a delinquent, thrill-seeking Iowa farm boy. The other, Spock, a Vulcan, was raised in a logic-based society that rejects all emotion. As fiery instinct clashes with calm reason, their unlikely but powerful partnership is the only thing capable of leading their crew through unimaginable danger, boldly going where no one has gone before. The human adventure has begun again.",2009-05-06,7.4,J.J. Abrams,Science Fiction Action Adventure,spacecraft teleportation space mission parachute time travel black hole supernova prequel warp speed futuristic warp engine romulans outer space vulcan alternate reality space opera reboot,spacecraft teleportation space mission parachute time travel black hole supernova prequel warp speed futuristic warp engine romulans outer space vulcan alternate reality space opera reboot Science Fiction Action Adventure J.J. Abrams,  spacecraft teleport space mission parachut time travel black hole supernova prequel warp speed futurist warp engin romulan outer space vulcan altern realiti space opera reboot scienc fiction action adventur abram
557,en,Spider-Man,"After being bitten by a genetically altered spider, nerdy high school student Peter Parker is endowed with amazing powers.",2002-05-01,6.8,Sam Raimi,Fantasy Action,loss of lover spider thanksgiving bad boss hostility marvel comic superhero pokies evil reference to superman goblin,loss of lover spider thanksgiving bad boss hostility marvel comic superhero pokies evil reference to superman goblin Fantasy Action Sam Raimi,  loss of lover spider thanksgiv bad boss hostil marvel comic superhero poki evil refer to superman goblin fantasi action sam raimi
82702,en,How to Train Your Dragon 2,"The thrilling second chapter of the epic How To Train Your Dragon trilogy brings back the fantastical world of Hiccup and Toothless five years later. While Astrid, Snotlout and the rest of the gang are challenging each other to dragon races (the island's new favorite contact sport), the now inseparable pair journey through the skies, charting unmapped territories and exploring new worlds. When one of their adventures leads to the discovery of a secret ice cave that is home to hundreds of new wild dragons and the mysterious Dragon Rider, the two friends find themselves at the center of a battle to protect the peace.",2014-06-12,7.6,Dean DeBlois,Fantasy Action Adventure Animation Comedy Family,father son relationship wife husband relationship sacrifice viking sequel rescue dragon mother son relationship death of husband warrior 3d,father son relationship wife husband relationship sacrifice viking sequel rescue dragon mother son relationship death of husband warrior 3d Fantasy Action Adventure Animation Comedy Family Dean DeBlois,  father son relationship wife husband relationship sacrific vike sequel rescu dragon mother son relationship death of husband warrior fantasi action adventur anim comedi famili dean debloi
205584,en,Gods of Egypt,A common thief joins a mythical god on a quest through Egypt.,2016-02-25,5.3,Alex Proyas,Fantasy,egypt underworld fight mythology nile war thief rescue desert gods egyptian mythology egyptian myth,egypt underworld fight mythology nile war thief rescue desert gods egyptian mythology egyptian myth Fantasy Alex Proyas,  egypt underworld fight mytholog nile war thief rescu desert god egyptian mytholog egyptian myth fantasi alex proya
10048,en,Stealth,"Deeply ensconced in a top-secret military program, three pilots struggle to bring an artificial intelligence program under control ... before it initiates the next world war.",2005-07-28,4.9,Rob Cohen,Action,artificial intelligence u.s. navy aftercreditsstinger,artificial intelligence u.s. navy aftercreditsstinger Action Rob Cohen,  artifici intellig navi aftercreditssting action rob cohen
13183,en,Watchmen,"In a gritty and alternate 1985 the glory days of costumed vigilantes have been brought to a close by a government crackdown, but after one of the masked veterans is brutally murdered an investigation into the killer is initiated. The reunited heroes set out to prevent their own destruction, but in doing so uncover a sinister plot that puts all of humanity in grave danger.",2009-03-05,7.0,Zack Snyder,Action Mystery Science Fiction,dc comics secret identity mass murder retirement based on comic book conspiracy nuclear war doomsday soviet masked vigilante doomsday clock red square death of superhero american president 1980s,dc comics secret identity mass murder retirement based on comic book conspiracy nuclear war doomsday soviet masked vigilante doomsday clock red square death of superhero american president 1980s Action Mystery Science Fiction Zack Snyder,  dc comic secret ident mass murder retir base on comic book conspiraci nuclear war doomsday soviet mask vigilant doomsday clock red squar death of superhero american presid action mysteri scienc fiction zack snyder
944,en,Lethal Weapon 4,"In the combustible action franchise's final installment, maverick detectives Martin Riggs and Roger Murtaugh square off against Asian mobster Wah Sing Ku, who's up to his neck in slave trading and counterfeit currency. With help from gumshoe Leo Getz and smart-aleck rookie cop Lee Butters, Riggs and Murtaugh aim to take down Ku and his gang.",1998-07-10,6.3,Richard Donner,Action Adventure Comedy Crime Thriller,lapd house on fire revolver,lapd house on fire revolver Action Adventure Comedy Crime Thriller Richard Donner,  lapd hous on fire revolv action adventur comedi crime thriller richard donner
1927,en,Hulk,"Bruce Banner, a genetics researcher with a tragic past, suffers massive radiation exposure in his laboratory that causes him to transform into a raging green monster when he gets angry.",2003-06-19,5.3,Ang Lee,Drama Action Science Fiction,california san francisco monster general gun dna mutation psychology berkeley transformation frog president marvel comic superhero golden gate bridge doctor fear scientist dog desert anger mirror phone military cell hulk superhuman strength repressed memory repression,california san francisco monster general gun dna mutation psychology berkeley transformation frog president marvel comic superhero golden gate bridge doctor fear scientist dog desert anger mirror phone military cell hulk superhuman strength repressed memory repression Drama Action Science Fiction Ang Lee,  california san francisco monster general gun dna mutat psycholog berkeley transform frog presid marvel comic superhero golden gate bridg doctor fear scientist dog desert anger mirror phone militari cell hulk superhuman strength repress memori repress drama action scienc fiction ang lee
72559,en,G.I. Joe: Retaliation,"Framed for crimes against the country, the G.I. Joe team is terminated by Presidential order. This forces the G.I. Joes into not only fighting their mortal enemy Cobra; they are forced to contend with threats from within the government that jeopardize their very existence.",2013-03-26,5.4,Jon M. Chu,Adventure Action Science Fiction Thriller,terror assassin secret technology missile warhead president rescue conspiracy explosion battle surveillance cobra,terror assassin secret technology missile warhead president rescue conspiracy explosion battle surveillance cobra Adventure Action Science Fiction Thriller Jon M. Chu,  terror assassin secret technolog missil warhead presid rescu conspiraci explos battl surveil cobra adventur action scienc fiction thriller jon chu
7364,en,Sahara,"Scouring the ocean depths for treasure-laden shipwrecks is business as usual for a thrill-seeking underwater adventurer and his wisecracking buddy. But when these two cross paths with a beautiful doctor, they find themselves on the ultimate treasure hunt.",2005-04-06,5.7,Breck Eisner,Action Adventure Comedy Drama Mystery,tyrant ironclad ship,tyrant ironclad ship Action Adventure Comedy Drama Mystery Breck Eisner,  tyrant ironclad ship action adventur comedi drama mysteri breck eisner
2114,en,Final Fantasy: The Spirits Within,"Led by a strange dream, scientist Aki Ross struggles to collect the eight spirits in the hope of creating a force powerful enough to protect the planet. With the aid of the Deep Eyes Squadron and her mentor, Dr. Sid, Aki must save the Earth from its darkest hate and unleash the spirits within.",2001-07-02,5.9,Hironobu Sakaguchi,Adventure Action Animation Fantasy Science Fiction Thriller,battle assignment dystopia alien downfall scientist based on video game,battle assignment dystopia alien downfall scientist based on video game Adventure Action Animation Fantasy Science Fiction Thriller Hironobu Sakaguchi,  battl assign dystopia alien downfal scientist base on video game adventur action anim fantasi scienc fiction thriller hironobu sakaguchi
1771,en,Captain America: The First Avenger,"Predominantly set during World War II, Steve Rogers is a sickly man from Brooklyn who's transformed into super-soldier Captain America to aid in the war effort. Rogers must stop the Red Skull – Adolf Hitler's ruthless head of weaponry, and the leader of an organization that intends to use a mysterious device of untold powers for world domination.",2011-07-22,6.6,Joe Johnston,Action Adventure Science Fiction,new york usa world war ii nazis marvel comic superhero based on comic book nazi germany period drama brooklyn new york city captain america aftercreditsstinger marvel cinematic universe 3d,new york usa world war ii nazis marvel comic superhero based on comic book nazi germany period drama brooklyn new york city captain america aftercreditsstinger marvel cinematic universe 3d Action Adventure Science Fiction Joe Johnston,  new york usa world war ii nazi marvel comic superhero base on comic book nazi germani period drama brooklyn new york citi captain america aftercreditssting marvel cinemat univers action adventur scienc fiction joe johnston
36643,en,The World Is Not Enough,"Greed, revenge, world dominance and high-tech terrorism – it's all in a day's work for Bond, who's on a mission to a protect beautiful oil heiress from a notorious terrorist. In a race against time that culminates in a dramatic submarine showdown, Bond works to defuse the international power struggle that has the world's oil supply hanging in the balance.",1999-11-08,6.0,Michael Apted,Adventure Action Thriller,british mission oil heiress bilbao spain british secret service,british mission oil heiress bilbao spain british secret service Adventure Action Thriller Michael Apted,  british mission oil heiress bilbao spain british secret servic adventur action thriller michael apt
8619,en,Master and Commander: The Far Side of the World,"After an abrupt and violent encounter with a French warship inflicts severe damage upon his ship, a captain of the British Royal Navy begins a chase over two oceans to capture or destroy the enemy, though he must weigh his commitment to duty and ferocious pursuit of glory against the safety of his devoted crew, including the ship's thoughtful surgeon, his best friend.",2003-11-14,6.9,Peter Weir,Adventure,naturalist frigate self surgery sea battle weevil,naturalist frigate self surgery sea battle weevil Adventure Peter Weir,  naturalist frigat self surgeri sea battl weevil adventur peter weir
50620,en,The Twilight Saga: Breaking Dawn - Part 2,"After the birth of Renesmee, the Cullens gather other vampire clans in order to protect the child from a false allegation that puts the family in front of the Volturi.",2012-11-13,6.1,Bill Condon,Adventure Fantasy Drama Romance,vampire romance villainess super strength imprinting cross breed bloodsucker grudge vampire vs vampire chief of police dhampir forks washington wolf pack misinformation seeing the future fang vamp,vampire romance villainess super strength imprinting cross breed bloodsucker grudge vampire vs vampire chief of police dhampir forks washington wolf pack misinformation seeing the future fang vamp Adventure Fantasy Drama Romance Bill Condon,  vampir romanc villai super strength imprint cross breed bloodsuck grudg vampir vs vampir chief of polic dhampir fork washington wolf pack misinform see the futur fang vamp adventur fantasi drama romanc bill condon
65759,en,Happy Feet Two,"Mumble the penguin has a problem: his son Erik, who is reluctant to dance, encounters The Mighty Sven, a penguin who can fly! Things get worse for Mumble when the world is shaken by powerful forces, causing him to brings together the penguin nations and their allies to set things right.",2011-11-17,5.8,George Miller,Animation Comedy Family,penguin musical aftercreditsstinger 3d,penguin musical aftercreditsstinger 3d Animation Comedy Family George Miller,  penguin music aftercreditssting anim comedi famili georg miller
1724,en,The Incredible Hulk,"Scientist Bruce Banner scours the planet for an antidote to the unbridled force of rage within him: the Hulk. But when the military masterminds who dream of exploiting his powers force him back to civilization, he finds himself coming face to face with a new, deadly foe.",2008-06-12,6.1,Louis Leterrier,Science Fiction Action Adventure,new york rio de janeiro marvel comic superhero based on comic book on the run fugitive super soldier tony stark virginia military hulk marvel cinematic universe angry bruce banner,new york rio de janeiro marvel comic superhero based on comic book on the run fugitive super soldier tony stark virginia military hulk marvel cinematic universe angry bruce banner Science Fiction Action Adventure Louis Leterrier,  new york rio de janeiro marvel comic superhero base on comic book on the run fugit super soldier toni stark virginia militari hulk marvel cinemat univers angri bruce banner scienc fiction action adventur loui leterri
267935,en,The BFG,"The BFG is no ordinary bone-crunching giant. He is far too nice and jumbly. It's lucky for Sophie that he is. Had she been carried off in the middle of the night by the Bloodbottler, or any of the other giants—rather than the BFG—she would have soon become breakfast. When Sophie hears that the giants are flush-bunking off to England to swollomp a few nice little chiddlers, she decides she must stop them once and for all. And the BFG is going to help her!",2016-06-01,6.0,Steven Spielberg,Adventure Family Fantasy,london england england based on novel queen little girl orphan cannibal giant evil brother,london england england based on novel queen little girl orphan cannibal giant evil brother Adventure Family Fantasy Steven Spielberg,  london england england base on novel queen littl girl orphan cannib giant evil brother adventur famili fantasi steven spielberg
281957,en,The Revenant,"In the 1820s, a frontiersman, Hugh Glass, sets out on a path of vengeance against those who left him for dead after a bear mauling.",2015-12-25,7.3,Alejandro González Iñárritu,Western Drama Adventure Thriller,father son relationship rape based on novel mountains winter grizzly bear wilderness frontier revenge murder native american survival bear snow violence animal death bear attack death of son based on true events fur trapper,father son relationship rape based on novel mountains winter grizzly bear wilderness frontier revenge murder native american survival bear snow violence animal death bear attack death of son based on true events fur trapper Western Drama Adventure Thriller Alejandro González Iñárritu,  father son relationship rape base on novel mountain winter grizzli bear wilder frontier reveng murder nativ american surviv bear snow violenc anim death bear attack death of son base on true event fur trapper western drama adventur thriller alejandro gonzález iñárritu
77950,en,Turbo,The tale of an ordinary garden snail who dreams of winning the Indy 500.,2013-07-11,6.1,David Soren,Animation Family,underdog car race dream speed power snail fast friends superpower racer,underdog car race dream speed power snail fast friends superpower racer Animation Family David Soren,  underdog car race dream speed power snail fast friend superpow racer anim famili david soren
44896,en,Rango,"When Rango, a lost family pet, accidentally winds up in the gritty, gun-slinging town of Dirt, the less-than-courageous lizard suddenly finds he stands out. Welcomed as the last hope the town has been waiting for, new Sheriff Rango is forced to play his new role to the hilt.",2011-03-02,6.6,Gore Verbinski,Animation Comedy Family Western Adventure,sheriff nevada pet rango chameleon las vegas cactus terrarium construction site armadillo disillusionment,sheriff nevada pet rango chameleon las vegas cactus terrarium construction site armadillo disillusionment Animation Comedy Family Western Adventure Gore Verbinski,  sheriff nevada pet rango chameleon las vega cactus terrarium construct site armadillo disillusion anim comedi famili western adventur gore verbinski
270946,en,Penguins of Madagascar,"Skipper, Kowalski, Rico and Private join forces with undercover organization The North Wind to stop the villainous Dr. Octavius Brine from destroying the world as we know it.",2014-11-22,6.5,Eric Darnell,Family Animation Adventure Comedy,penguin madagascar 3d,penguin madagascar 3d Family Animation Adventure Comedy Eric Darnell,  penguin madagascar famili anim adventur comedi eric darnel
2503,en,The Bourne Ultimatum,"Bourne is brought out of hiding once again by reporter Simon Ross who is trying to unveil Operation Blackbriar, an upgrade to Project Treadstone, in a series of newspaper columns. Information from the reporter stirs a new set of memories, and Bourne must finally uncover his dark past while dodging The Company's best efforts to eradicate him.",2007-08-03,7.3,Paul Greengrass,Action Drama Mystery Thriller,paris corruption madrid assassin based on novel europe prosecution dangerous false identity revelation government weapon interpol sequel conspiracy shootout espionage motorcycle violence foot chase moskow dark past langley virginia flashback chase on the roof security leak,paris corruption madrid assassin based on novel europe prosecution dangerous false identity revelation government weapon interpol sequel conspiracy shootout espionage motorcycle violence foot chase moskow dark past langley virginia flashback chase on the roof security leak Action Drama Mystery Thriller Paul Greengrass,  pari corrupt madrid assassin base on novel europ prosecut danger fals ident revel govern weapon interpol sequel conspiraci shootout espionag motorcycl violenc foot chase moskow dark past langley virginia flashback chase on the roof secur leak action drama mysteri thriller paul greengrass
9502,en,Kung Fu Panda,"When the Valley of Peace is threatened, lazy Po the panda discovers his destiny as the ""chosen one"" and trains to become a kung fu hero, but transforming the unsleek slacker into a brave warrior won't be easy. It's up to Master Shifu and the Furious Five -- Tigress, Crane, Mantis, Viper and Monkey -- to give it a try.",2008-06-04,6.9,Mark Osborne,Adventure Animation Family Comedy,china martial arts kung fu mentor snake restaurant shop strong woman bravery tiger turtle panda sensei anthropomorphism fighting ancient china monkey master destiny evil aftercreditsstinger monkey warrior noodle,china martial arts kung fu mentor snake restaurant shop strong woman bravery tiger turtle panda sensei anthropomorphism fighting ancient china monkey master destiny evil aftercreditsstinger monkey warrior noodle Adventure Animation Family Comedy Mark Osborne,  china martial art kung fu mentor snake restaur shop strong woman braveri tiger turtl panda sensei anthropomorph fight ancient china monkey master destini evil aftercreditssting monkey warrior noodl adventur anim famili comedi mark osborn
102899,en,Ant-Man,"Armed with the astonishing ability to shrink in scale but increase in strength, master thief Scott Lang must embrace his inner-hero and help his mentor, Doctor Hank Pym, protect the secret behind his spectacular Ant-Man suit from a new generation of towering threats. Against seemingly insurmountable obstacles, Pym and Lang must plan and pull off a heist that will save the world.",2015-07-14,7.0,Peyton Reed,Science Fiction Action Adventure,marvel comic superhero based on comic book aftercreditsstinger duringcreditsstinger marvel cinematic universe 3d,marvel comic superhero based on comic book aftercreditsstinger duringcreditsstinger marvel cinematic universe 3d Science Fiction Action Adventure Peyton Reed,  marvel comic superhero base on comic book aftercreditssting duringcreditssting marvel cinemat univers scienc fiction action adventur peyton reed
101299,en,The Hunger Games: Catching Fire,"Katniss Everdeen has returned home safe after winning the 74th Annual Hunger Games along with fellow tribute Peeta Mellark. Winning means that they must turn around and leave their family and close friends, embarking on a ""Victor's Tour"" of the districts. Along the way Katniss senses that a rebellion is simmering, but the Capitol is still very much in control as President Snow prepares the 75th Annual Hunger Games (The Quarter Quell) - a competition that could change Panem forever.",2013-11-15,7.4,Francis Lawrence,Adventure Action Science Fiction,competition based on novel mentor secret factory television propaganda future dystopia alliance games president uprising sequel murder survival conspiracy rebellion blood female protagonist tournament explosion danger imax winner based on young adult novel,competition based on novel mentor secret factory television propaganda future dystopia alliance games president uprising sequel murder survival conspiracy rebellion blood female protagonist tournament explosion danger imax winner based on young adult novel Adventure Action Science Fiction Francis Lawrence,  competit base on novel mentor secret factori televis propaganda futur dystopia allianc game presid upris sequel murder surviv conspiraci rebellion blood femal protagonist tournament explos danger imax winner base on young adult novel adventur action scienc fiction franci lawrenc
228161,en,Home,"When Earth is taken over by the overly-confident Boov, an alien race in search of a new place to call home, all humans are promptly relocated, while all Boov get busy reorganizing the planet. But when one resourceful girl, Tip, manages to avoid capture, she finds herself the accidental accomplice of a banished Boov named Oh. The two fugitives realize there’s a lot more at stake than intergalactic relations as they embark on the road trip of a lifetime.",2015-03-18,6.8,Tim Johnson,Fantasy Comedy Animation Science Fiction Family,friendship spaceship space alien alien invasion alien friendship awful leader taking resposibility,friendship spaceship space alien alien invasion alien friendship awful leader taking resposibility Fantasy Comedy Animation Science Fiction Family Tim Johnson,  friendship spaceship space alien alien invas alien friendship aw leader take respos fantasi comedi anim scienc fiction famili tim johnson
74,en,War of the Worlds,"Ray Ferrier is a divorced dockworker and less-than-perfect father. Soon after his ex-wife and her new husband drop of his teenage son and young daughter for a rare weekend visit, a strange and powerful lightning storm touches down.",2005-06-28,6.2,Steven Spielberg,Adventure Thriller Science Fiction,post traumatic stress  disorder new jersey airplane dystopia daughter apocalypse alien invasion human subjugation,post traumatic stress  disorder new jersey airplane dystopia daughter apocalypse alien invasion human subjugation Adventure Thriller Science Fiction Steven Spielberg,  post traumat stress disord new jersey airplan dystopia daughter apocalyps alien invas human subjug adventur thriller scienc fiction steven spielberg
8961,en,Bad Boys II,"Out-of-control, trash-talking buddy cops Marcus Burnett and Mike Lowrey of the Miami Narcotics Task Force reunite, and bullets fly, cars crash and laughs explode as they pursue a whacked-out drug lord from the streets of Miami to the barrios of Cuba. But the real fireworks result when Marcus discovers that playboy Mike is secretly romancing Marcus’ sexy sister.",2003-07-18,6.3,Michael Bay,Adventure Action Comedy Thriller Crime,miami ku klux klan cuba undercover mexican standoff ecstasy guantánamo slaughter shootout gunfight bromance gangster violence foot chase interrogation car chase drug lord exploding house narcotics cop illegal drugs dea agent buddy cop criminal underworld action hero haitian gang minefield,miami ku klux klan cuba undercover mexican standoff ecstasy guantánamo slaughter shootout gunfight bromance gangster violence foot chase interrogation car chase drug lord exploding house narcotics cop illegal drugs dea agent buddy cop criminal underworld action hero haitian gang minefield Adventure Action Comedy Thriller Crime Michael Bay,  miami ku klux klan cuba undercov mexican standoff ecstasi guantánamo slaughter shootout gunfight bromanc gangster violenc foot chase interrog car chase drug lord explod hous narcot cop illeg drug dea agent buddi cop crimin underworld action hero haitian gang minefield adventur action comedi thriller crime michael bay
417859,en,Puss in Boots,"Long before he even met Shrek, the notorious fighter, lover and outlaw Puss in Boots becomes a hero when he sets off on an adventure with the tough and street smart Kitty Softpaws and the mastermind Humpty Dumpty to save his town. This is the true story of The Cat, The Myth, The Legend... The Boots.",2011-10-28,6.4,Chris Miller,Action Adventure Animation Family Fantasy,adventure fairy-tale figure,adventure fairy-tale figure Action Adventure Animation Family Fantasy Chris Miller,  adventur figur action adventur anim famili fantasi chris miller
27576,en,Salt,"As a CIA officer, Evelyn Salt swore an oath to duty, honor and country. Her loyalty will be tested when a defector accuses her of being a Russian spy. Salt goes on the run, using all her skills and years of experience as a covert operative to elude capture. Salt's efforts to prove her innocence only serve to cast doubt on her motives, as the hunt to uncover the truth behind her identity continues and the question remains: ""Who is Salt?""",2010-07-21,6.2,Phillip Noyce,Action Mystery Thriller,assassination spy cia kidnapping cold war soviet union double agent race against time revenge on the run shootout espionage female protagonist hitwoman terrorism violence russian spy intelligence officer action heroine,assassination spy cia kidnapping cold war soviet union double agent race against time revenge on the run shootout espionage female protagonist hitwoman terrorism violence russian spy intelligence officer action heroine Action Mystery Thriller Phillip Noyce,  assassin spi cia kidnap cold war soviet union doubl agent race against time reveng on the run shootout espionag femal protagonist hitwoman terror violenc russian spi intellig offic action heroin action mysteri thriller phillip noyc
86834,en,Noah,A man who suffers visions of an apocalyptic deluge takes measures to protect his family from the coming flood.,2014-03-20,5.6,Darren Aronofsky,Drama Adventure,bible god noah 3d,bible god noah 3d Drama Adventure Darren Aronofsky,  bibl god noah drama adventur darren aronofski
17578,en,The Adventures of Tintin,"Intrepid young reporter, Tintin and his loyal dog, Snowy are thrust into a world of high adventure when they discover a ship carrying an explosive secret. As Tintin is drawn into a centuries-old mystery, Ivan Ivanovitch Sakharine suspects him of stealing a priceless treasure. Tintin and Snowy, with the help of salty, cantankerous Captain Haddock and bumbling detectives, Thompson &amp; Thomson, travel half the world, one step ahead of their enemies as Tintin endeavors to find The Unicorn, a sunken ship that may hold a vast fortune, but also an ancient curse.",2011-10-25,6.7,Steven Spielberg,Adventure Animation Mystery,riddle captain treasure liquor treasure hunt sunken treasure plot reporter 3d action,riddle captain treasure liquor treasure hunt sunken treasure plot reporter 3d action Adventure Animation Mystery Steven Spielberg,  riddl captain treasur liquor treasur hunt sunken treasur plot report action adventur anim mysteri steven spielberg
